traffic,driver_id,weather,order_type,vehicle_type,driver_age,driver_rating,rest_lat,rest_lon,dest_lat,dest_lon,temp,humidity,distance
Moderate,MYSRES06DEL03,Clear,Drinks,Bike,30,5.0,12.323.994,76.626.167,12.383.994,76.686.167,20.81,67.0,15.21
Moderate,VADRES010DEL01,Foggy,Snack,Bike,34,4.8,22.310.329,73.169.083,22.380.329,73.239.083,24.0,64.0,13.82
Moderate,JAPRES17DEL01,Foggy,Drinks,Bike,28,4.6,26.892.312,75.806.896,26.932.312,75.846.896,23.65,46.0,9.63
Moderate,VADRES13DEL01,Foggy,Buffet,E-Bike,31,4.2,22.310.237,73.158.921,22.380.237,73.228.921,23.99,64.0,13.04
Moderate,MUMRES04DEL03,Clear,Snack,E-Bike,29,4.9,19.254.567,72.848.923,19.284.567,72.878.923,28.03,55.0,6.37
Moderate,COIMBRES03DEL03,Foggy,Drinks,Bike,29,3.9,11.025.083,77.015.393,11.085.083,77.075.393,25.94,73.0,12.76
Moderate,AURGRES05DEL02,Foggy,Snack,Bike,22,3.7,19.875.522,75.367.127,19.925.522,75.417.127,21.74,60.0,10.49
Moderate,RANCHIRES19DEL02,Foggy,Buffet,E-Bike,31,4.8,23.333.017,853.172,23.383.017,853.672,20.05,83.0,8.76
Moderate,VADRES06DEL01,Foggy,Drinks,Bike,27,4.7,2.231.279,73.170.283,2.238.279,73.240.283,24.0,64.0,13.05
Moderate,MYSRES05DEL01,Clear,Buffet,Bike,25,4.8,12.323.978,76.627.961,12.393.978,76.697.961,20.8,67.0,16.25
Moderate,JAPRES15DEL01,Foggy,Meal,Bike,30,4.2,26.891.191,75.802.083,26.931.191,75.842.083,23.64,46.0,7.53
Moderate,SURRES18DEL01,Foggy,Meal,Bike,34,4.7,21.149.834,72.778.666,21.219.834,72.848.666,24.92,73.0,13.46
Moderate,CHENRES20DEL02,Foggy,Meal,Bike,27,4.8,12.975.996,80.221.898,13.025.996,80.271.898,28.49,81.0,10.9
Moderate,MUMRES06DEL01,Foggy,Drinks,Bike,39,4.7,19.055.831,72.833.984,19.095.831,72.873.984,27.98,57.0,11.75
Moderate,JAPRES03DEL02,Foggy,Drinks,Bike,24,4.8,26.913.483,75.803.139,26.963.483,75.853.139,23.67,46.0,8.53
Moderate,COIMBRES14DEL01,Foggy,Buffet,Bike,24,4.7,11.003.681,76.975.525,11.043.681,77.015.525,25.84,73.0,8.14
Moderate,CHENRES20DEL01,Foggy,Buffet,Bike,29,4.7,12.975.996,80.221.898,13.015.996,80.261.898,28.53,81.0,9.48
Moderate,COIMBRES09DEL03,Foggy,Meal,Bike,34,5.0,11.008.638,76.984.311,11.068.638,77.044.311,26.01,73.0,11.5
Moderate,VADRES01DEL03,Foggy,Buffet,Bike,36,4.8,22.307.898,73.167.788,22.397.898,73.257.788,23.98,64.0,18.19
Moderate,PUNERES09DEL03,Clear,Meal,Bike,25,4.8,18.536.562,73.896.485,18.566.562,73.926.485,23.02,48.0,8.46
Moderate,RANCHIRES09DEL03,Foggy,Buffet,Bike,27,4.7,23.351.058,85.325.731,23.381.058,85.355.731,20.14,83.0,6.09
Moderate,MYSRES15DEL01,Clear,Snack,Bike,21,4.4,12.352.058,7.660.665,12.422.058,7.667.665,20.64,67.0,15.36
Moderate,HYDRES08DEL02,Foggy,Meal,Bike,29,4.6,17.438.263,78.397.865,17.458.263,78.417.865,22.85,60.0,8.19
Moderate,SURRES16DEL03,Foggy,Drinks,Bike,38,4.7,21.160.437,72.774.209,21.220.437,72.834.209,24.94,73.0,12.44
Moderate,COIMBRES010DEL02,Foggy,Drinks,Bike,39,4.4,11.003.008,7.697.544,11.053.009,7.702.544,25.86,73.0,10.44
Moderate,SURRES010DEL03,Foggy,Snack,Bike,36,4.9,2.117.106,72.789.292,2.123.106,72.849.292,25.01,73.0,11.64
Moderate,AURGRES17DEL01,Foggy,Snack,Bike,20,4.5,19.876.994,75.372.353,19.916.994,75.412.353,21.81,60.0,9.33
Moderate,INDORES04DEL02,Clear,Buffet,Bike,24,4.0,22.753.659,75.903.365,22.833.659,75.983.365,22.25,44.0,16.63
Moderate,COIMBRES09DEL01,Foggy,Buffet,Bicycle,29,4.6,11.008.638,76.984.311,11.048.638,77.024.311,25.86,73.0,9.23
Moderate,KOLRES14DEL03,Foggy,Buffet,Bike,31,4.5,22.552.996,8.835.231,22.582.996,8.838.231,27.99,65.0,6.37
Moderate,COIMBRES04DEL02,Foggy,Buffet,Bike,22,4.6,11.024.839,77.007.003,11.104.839,77.087.003,26.06,73.0,14.79
Moderate,MYSRES17DEL01,Clear,Snack,Bike,34,4.7,12.326.356,76.619.103,12.366.356,76.659.103,20.61,67.0,9.8
Moderate,COIMBRES12DEL02,Foggy,Meal,Bike,28,4.9,11.000.762,76.981.876,11.050.762,77.031.876,25.86,73.0,11.24
Moderate,HYDRES17DEL02,Foggy,Snack,Bike,38,5.0,17.451.976,78.385.883,17.501.976,78.435.883,22.87,60.0,11.03
Moderate,CHENRES04DEL01,Foggy,Snack,Bike,21,4.8,1.302.978,80.208.812,1.306.978,80.248.812,28.28,81.0,8.48
Moderate,RANCHIRES15DEL01,Partly Cloudy,Buffet,Bike,30,4.6,23.369.746,8.533.982,23.479.746,8.544.982,20.16,63.0,18.5
Moderate,INDORES02DEL03,Foggy,Buffet,Bike,26,4.9,22.651.847,75.881.991,22.741.847,75.971.991,22.11,60.0,18.25
Moderate,SURRES06DEL01,Clear,Meal,Bike,37,4.8,21.185.047,7.280.859,21.255.047,7.287.859,24.94,43.0,14.36
Moderate,MYSRES11DEL03,Clear,Snack,Bike,36,4.4,12.323.225,76.630.028,12.383.225,76.690.028,20.81,67.0,15.01
Moderate,CHENRES20DEL01,Foggy,Drinks,Bike,26,4.5,12.975.996,80.221.898,13.015.996,80.261.898,28.53,81.0,9.48
Moderate,MYSRES19DEL02,Clear,Snack,Bike,24,4.7,12.334.022,76.618.203,12.414.022,76.698.203,20.8,67.0,16.37
Moderate,JAPRES01DEL02,Foggy,Meal,Bike,28,5.0,2.690.519,75.810.753,2.695.519,75.860.753,23.9,46.0,9.24
Moderate,PUNERES14DEL01,Clear,Buffet,Bike,33,4.6,18.516.216,73.842.527,18.556.216,73.882.527,23.1,49.0,7.91
Moderate,JAPRES17DEL02,Foggy,Buffet,Bike,33,4.8,26.892.312,75.806.896,26.942.312,75.856.896,23.12,46.0,10.19
Moderate,INDORES15DEL02,Foggy,Drinks,Bike,24,4.7,22.760.072,75.892.574,22.810.072,75.942.574,22.14,60.0,11.03
Moderate,HYDRES06DEL02,Foggy,Meal,Bike,26,4.9,17.455.894,78.375.467,17.505.894,78.425.467,22.71,60.0,11.31
Moderate,MYSRES11DEL01,Clear,Meal,Bike,26,4.8,12.323.225,76.630.028,12.393.225,76.700.028,20.8,67.0,16.12
Moderate,CHENRES20DEL03,Foggy,Meal,Bike,28,4.7,12.975.996,80.221.898,13.035.996,80.281.898,28.5,81.0,12.33
Moderate,KOLRES12DEL03,Foggy,Drinks,Bike,30,4.2,22.551.084,88.354.127,22.581.084,88.384.127,27.99,65.0,6.99
Moderate,SURRES19DEL01,Foggy,Drinks,Bike,33,4.6,21.149.669,72.772.629,21.219.669,72.842.629,24.92,73.0,14.03
Moderate,VADRES06DEL01,Foggy,Drinks,Bike,29,4.6,2.231.279,73.170.283,2.238.279,73.240.283,23.99,64.0,13.05
Moderate,COIMBRES13DEL03,Foggy,Buffet,Bike,34,4.1,11.003.669,76.976.494,11.063.669,77.036.494,25.97,73.0,11.45
Moderate,SURRES20DEL01,Foggy,Snack,Bike,23,4.7,2.115.276,72.778.059,2.122.276,72.848.059,24.92,73.0,13.63
Moderate,MUMRES07DEL01,Foggy,Drinks,Bike,32,4.9,19.091.458,72.827.808,19.131.458,72.867.808,27.77,57.0,12.03
Moderate,SURRES16DEL01,Foggy,Buffet,Bike,30,4.8,21.160.437,72.774.209,21.200.437,72.814.209,24.99,73.0,8.82
Moderate,INDORES07DEL01,Foggy,Drinks,Bike,30,4.9,22.722.634,75.886.959,22.762.634,75.926.959,22.06,60.0,8.44
Moderate,JAPRES19DEL02,Foggy,Snack,Bike,29,4.4,26.913.726,7.575.282,26.963.726,7.580.282,23.54,46.0,11.65
Moderate,MUMRES06DEL02,Foggy,Drinks,Bike,25,4.7,19.055.831,72.833.984,19.105.831,72.883.984,27.97,57.0,13.18
Moderate,MYSRES15DEL02,Clear,Snack,Bike,30,4.7,12.352.058,7.660.665,12.402.058,7.665.665,20.75,67.0,11.83
Moderate,JAPRES13DEL02,Foggy,Snack,Bike,21,4.9,26.846.156,758.023,26.896.156,758.523,22.96,46.0,10.08
Moderate,HYDRES18DEL01,Foggy,Meal,Bike,35,4.9,17.450.851,78.379.347,17.490.851,78.419.347,22.88,60.0,9.34
Moderate,KOCRES01DEL01,Clear,Snack,Bike,30,4.8,9.979.363,76.285.001,10.019.363,76.325.001,25.48,83.0,7.92
Moderate,SURRES02DEL03,Foggy,Drinks,Bike,35,4.6,21.186.608,72.794.136,21.246.608,72.854.136,24.95,73.0,10.38
Moderate,INDORES17DEL02,Foggy,Snack,Bike,33,4.4,22.761.226,75.887.522,22.811.226,75.937.522,22.14,60.0,10.55
Moderate,INDORES02DEL02,Foggy,Buffet,Bike,35,4.4,22.651.847,75.881.991,22.731.847,75.961.991,22.1,60.0,17.5
Moderate,SURRES09DEL01,Clear,Meal,Bike,27,5.0,21.175.975,72.795.503,21.245.975,72.865.503,24.94,43.0,13.86
Moderate,VADRES01DEL03,Foggy,Buffet,Bike,34,4.8,22.307.898,73.167.788,22.367.898,73.227.788,24.01,64.0,13.47
Moderate,KOLRES19DEL02,Foggy,Snack,Bike,31,4.8,225.491,88.400.467,225.991,88.450.467,28.03,65.0,9.81
Moderate,JAPRES07DEL03,Foggy,Meal,Bike,38,4.8,26.766.536,75.837.333,26.826.536,75.897.333,24.14,46.0,10.76
Moderate,KOCRES15DEL03,Partly Cloudy,Snack,Bike,23,4.6,10.027.364,76.308.258,10.087.364,76.368.258,24.59,88.0,13.34
Moderate,INDORES15DEL03,Foggy,Drinks,Bike,23,4.8,22.760.072,75.892.574,22.790.072,75.922.574,22.14,60.0,7.21
Moderate,BHPRES05DEL03,Clear,Meal,Bike,25,5.0,23.214.459,77.434.976,23.274.459,77.494.976,22.13,43.0,12.45
Moderate,HYDRES19DEL02,Foggy,Drinks,Bike,31,4.9,17.458.998,78.500.366,17.508.998,78.550.366,22.8,60.0,10.07
Moderate,RANCHIRES16DEL01,Foggy,Buffet,Bike,20,4.9,23.371.292,85.327.872,23.411.292,85.367.872,20.11,83.0,7.62
Moderate,BHPRES010DEL01,Clear,Meal,Bike,31,4.8,23.266.261,77.379.605,23.306.261,77.419.605,22.69,41.0,12.66
Moderate,JAPRES05DEL02,Foggy,Drinks,Bike,24,4.5,26.905.287,75.794.592,26.955.287,75.844.592,23.81,46.0,10.64
Moderate,COIMBRES01DEL02,Foggy,Snack,Bike,31,4.8,11.016.298,76.972.076,11.066.298,77.022.076,25.95,73.0,9.83
Moderate,INDORES11DEL01,Foggy,Buffet,Bike,30,4.9,22.751.234,7.588.949,22.791.234,7.592.949,22.12,60.0,11.12
Moderate,RANCHIRES19DEL01,Foggy,Snack,E-Bike,25,4.6,23.333.017,853.172,23.403.017,853.872,20.14,83.0,12.24
Moderate,MYSRES07DEL01,Clear,Drinks,Bike,23,4.9,12.325.461,76.632.278,12.365.461,76.672.278,20.61,67.0,9.66
Moderate,INDORES17DEL03,Foggy,Drinks,Bike,22,4.5,22.761.226,75.887.522,22.821.226,75.947.522,22.14,60.0,11.1
Moderate,JAPRES12DEL02,Foggy,Drinks,E-Bike,39,4.8,26.902.908,75.792.934,26.952.908,75.842.934,23.77,46.0,9.42
Moderate,BANGRES07DEL02,Foggy,Drinks,Bike,20,4.9,12.978.453,77.643.685,13.028.453,77.693.685,22.65,73.0,12.57
Moderate,BANGRES18DEL01,Foggy,Drinks,Bike,36,4.3,12.913.041,77.683.237,12.953.041,77.723.237,23.43,73.0,12.39
Moderate,HYDRES01DEL03,Foggy,Meal,E-Bike,26,4.7,17.410.371,78.437.225,17.470.371,78.497.225,22.92,60.0,12.73
Moderate,MUMRES09DEL02,Foggy,Snack,Bike,22,4.5,18.994.049,72.825.203,19.044.049,72.875.203,28.01,57.0,9.58
Moderate,SURRES20DEL02,Foggy,Snack,E-Bike,35,4.8,2.115.276,72.778.059,2.120.276,72.828.059,24.91,73.0,9.48
Moderate,RANCHIRES15DEL03,Foggy,Drinks,Bike,35,4.3,23.369.746,8.533.982,23.459.746,8.542.982,20.18,83.0,15.71
Moderate,RANCHIRES15DEL03,Foggy,Snack,Bike,25,4.5,23.369.746,8.533.982,23.459.746,8.542.982,20.18,83.0,15.71
Moderate,KOCRES04DEL03,Clear,Drinks,Bike,20,5.0,9.966.783,76.242.981,9.996.783,76.272.981,27.26,75.0,6.97
Moderate,MYSRES05DEL01,Clear,Buffet,Bike,29,4.6,12.323.978,76.627.961,12.363.978,76.667.961,20.61,67.0,10.51
Moderate,MYSRES20DEL01,Clear,Meal,Bike,23,4.6,12.337.978,76.616.792,12.447.978,76.726.792,20.62,67.0,20.5
Moderate,COIMBRES16DEL03,Foggy,Snack,Bike,38,4.1,11.010.375,7.695.295,11.070.375,7.701.295,25.94,73.0,12.2
Moderate,INDORES12DEL03,Foggy,Drinks,Bike,29,4.8,2.274.806,758.934,2.280.806,759.534,22.18,60.0,12.9
Moderate,CHENRES02DEL01,Foggy,Drinks,Bike,33,4.9,13.086.438,80.220.672,13.126.439,80.260.672,28.26,82.0,10.88
Moderate,PUNERES04DEL01,Clear,Drinks,Bike,30,4.9,1.851.421,73.838.429,1.858.421,73.908.429,22.91,49.0,13.26
Moderate,MYSRES20DEL03,Clear,Snack,E-Bike,23,4.5,12.337.978,76.616.792,12.427.978,76.706.792,20.64,67.0,18.0
Moderate,MYSRES07DEL03,Clear,Buffet,Bike,20,4.9,12.325.461,76.632.278,12.385.461,76.692.278,20.81,67.0,15.3
Moderate,HYDRES17DEL03,Foggy,Snack,E-Bike,25,4.6,17.451.976,78.385.883,17.511.976,78.445.883,22.74,60.0,12.73
Moderate,BANGRES04DEL02,Foggy,Meal,Bike,20,4.8,1.298.041,77.640.489,1.303.041,77.690.489,22.65,73.0,11.89
Moderate,JAPRES16DEL03,Foggy,Snack,Bike,29,5.0,26.849.596,75.800.512,26.909.596,75.860.512,23.62,46.0,12.33
Moderate,INDORES03DEL03,Foggy,Drinks,Bike,23,4.6,22.751.857,75.866.699,22.811.857,75.926.699,22.19,60.0,11.53
Moderate,VADRES05DEL03,Foggy,Buffet,Bike,29,3.6,22.310.526,73.170.937,22.370.526,73.230.937,24.01,64.0,13.47
Moderate,COIMBRES02DEL03,Foggy,Drinks,Bike,22,4.6,11.022.477,76.995.667,11.082.477,77.055.667,25.99,73.0,12.12
Moderate,VADRES03DEL03,Foggy,Meal,Bike,28,4.9,22.32,73.17,22.41,73.26,23.95,64.0,17.36
Moderate,COIMBRES07DEL01,Foggy,Snack,E-Bike,29,4.6,1.096.185,76.971.082,1.100.185,77.011.082,26.03,73.0,10.73
Moderate,RANCHIRES18DEL02,Foggy,Buffet,Bike,28,5.0,23.351.489,85.324.253,23.401.489,85.374.253,20.01,83.0,10.0
Moderate,PUNERES05DEL01,Clear,Snack,Bike,32,4.6,18.543.626,73.905.101,18.583.626,73.945.101,23.03,48.0,9.72
Moderate,INDORES06DEL03,Foggy,Snack,Bike,37,4.8,22.728.163,75.884.212,22.788.163,75.944.212,22.14,60.0,12.96
Moderate,AURGRES08DEL02,Foggy,Drinks,Bike,38,4.8,19.876.428,75.364.792,19.926.428,75.414.792,21.74,60.0,9.44
Moderate,GOARES15DEL02,Partly Cloudy,Buffet,Bike,25,4.7,1.551.315,7.378.346,1.556.315,7.383.346,28.66,70.0,12.25
Moderate,INDORES15DEL01,Foggy,Drinks,Bike,28,4.0,22.760.072,75.892.574,22.800.072,75.932.574,22.16,60.0,9.33
Moderate,HYDRES16DEL01,Foggy,Buffet,Bike,37,4.8,17.440.827,78.393.391,17.480.827,78.433.391,22.88,60.0,11.05
Moderate,CHENRES01DEL03,Foggy,Meal,Bike,37,4.6,13.005.801,80.250.744,13.065.801,80.310.744,28.44,81.0,12.43
Moderate,HYDRES07DEL03,Foggy,Buffet,Bike,27,4.9,17.424.114,78.347.554,17.484.114,78.407.554,22.85,60.0,14.95
Moderate,RANCHIRES08DEL03,Foggy,Buffet,Bike,24,4.9,23.353.783,85.326.967,23.443.783,85.416.967,20.18,83.0,16.82
Moderate,COIMBRES04DEL03,Foggy,Snack,Bike,31,4.9,11.024.839,77.007.003,11.084.839,77.067.003,25.96,73.0,11.45
Moderate,PUNERES15DEL01,Clear,Meal,Bike,38,4.1,18.636.215,73.751.081,18.676.215,73.791.081,22.31,50.0,9.33
Moderate,INDORES06DEL02,Foggy,Meal,Bike,24,4.9,22.728.163,75.884.212,22.778.163,75.934.212,22.09,60.0,11.77
Moderate,INDORES05DEL01,Foggy,Buffet,Bike,26,4.7,22.727.021,75.884.167,22.767.021,75.924.167,22.1,60.0,8.6
Moderate,SURRES17DEL01,Foggy,Drinks,Bike,25,4.6,21.149.569,72.772.697,21.219.569,72.842.697,24.92,73.0,13.94
Moderate,MYSRES09DEL01,Clear,Buffet,E-Bike,29,4.8,12.323.194,76.630.583,12.363.194,76.670.583,20.61,67.0,10.01
Moderate,AURGRES010DEL03,Foggy,Snack,Bike,27,5.0,19.875.337,75.316.722,19.935.337,75.376.722,21.74,60.0,14.27
Moderate,COIMBRES03DEL01,Foggy,Drinks,Bike,27,4.7,11.025.083,77.015.393,11.095.083,77.085.393,26.06,73.0,13.92
Moderate,CHENRES17DEL03,Foggy,Snack,Bike,35,4.9,13.045.479,8.023.311,13.105.479,8.029.311,28.31,82.0,13.76
Moderate,VADRES05DEL03,Foggy,Drinks,Bike,35,4.6,22.310.526,73.170.937,22.400.526,73.260.937,23.97,64.0,18.18
Moderate,PUNERES07DEL01,Clear,Snack,Bike,20,5.0,18.546.947,73.900.626,18.586.947,73.940.626,22.96,48.0,10.05
Moderate,AGRRES17DEL03,Clear,Meal,Bike,22,4.9,27.157.772,7.804.725,27.187.772,7.807.725,25.95,37.0,7.29
Moderate,VADRES010DEL01,Foggy,Meal,Bike,34,4.7,22.310.329,73.169.083,22.380.329,73.239.083,23.99,64.0,13.82
Moderate,MYSRES09DEL01,Clear,Buffet,Bike,22,4.9,12.323.194,76.630.583,12.363.194,76.670.583,20.61,67.0,10.01
Moderate,RANCHIRES20DEL01,Partly Cloudy,Drinks,Bike,39,4.3,2.339.925,85.390.464,2.350.925,85.500.464,20.08,61.0,17.33
Moderate,KNPRES09DEL02,Clear,Drinks,Bike,21,5.0,26.473.698,80.352.677,26.523.698,80.402.677,25.52,42.0,11.52
Moderate,SURRES16DEL01,Foggy,Meal,Bike,25,5.0,21.160.437,72.774.209,21.200.437,72.814.209,24.99,73.0,8.82
Moderate,RANCHIRES01DEL02,Partly Cloudy,Meal,Bike,28,4.6,23.416.792,85.316.842,23.496.792,85.396.842,20.12,64.0,15.8
Moderate,KOCRES05DEL03,Clear,Meal,Bike,38,5.0,9.970.717,76.285.447,10.030.717,76.345.447,25.48,83.0,12.7
Moderate,VADRES03DEL01,Foggy,Buffet,Bike,20,4.7,22.32,73.17,22.39,73.24,23.99,64.0,13.91
Moderate,MYSRES12DEL02,Clear,Drinks,Bike,30,4.8,12.284.747,76.625.861,12.334.747,76.675.861,20.61,67.0,10.37
Moderate,MUMRES08DEL02,Foggy,Buffet,Bike,33,4.9,19.065.838,72.832.658,19.085.838,72.852.658,28.03,57.0,4.28
Moderate,VADRES14DEL01,Foggy,Buffet,Bike,25,4.8,22.311.603,73.165.012,22.381.603,73.235.012,23.99,64.0,13.56
Moderate,JAPRES09DEL03,Foggy,Drinks,Bike,25,5.0,26.911.378,75.789.034,26.941.378,75.819.034,22.91,46.0,7.27
Moderate,KOLRES15DEL02,Foggy,Snack,Bike,20,4.7,22.552.672,88.352.885,22.602.672,88.402.885,27.99,65.0,15.72
Moderate,INDORES18DEL02,Clear,Drinks,Bike,27,4.8,22.753.839,75.897.429,22.833.838,75.977.429,22.25,44.0,18.49
Moderate,KNPRES16DEL01,Clear,Buffet,Bike,27,4.5,26.482.581,80.315.628,26.522.581,80.355.628,25.24,43.0,9.99
Moderate,COIMBRES18DEL03,Foggy,Meal,Bike,26,5.0,1.102.091,76.940.432,1.108.091,77.000.432,25.82,73.0,14.21
Moderate,BANGRES14DEL01,Foggy,Buffet,Bike,31,4.5,12.949.934,77.699.386,12.989.934,77.739.386,23.07,73.0,10.08
Moderate,SURRES14DEL02,Foggy,Drinks,Bike,27,4.5,21.157.729,72.768.726,21.207.729,72.818.726,25.01,73.0,10.36
Moderate,KOCRES14DEL02,Partly Cloudy,Snack,Bike,38,4.8,10.027.014,76.308.053,10.077.014,76.358.053,24.44,88.0,9.52
Moderate,GOARES02DEL02,Partly Cloudy,Snack,Bike,33,4.8,15.585.658,73.743.606,15.635.658,73.793.606,25.57,65.0,10.23
Moderate,RANCHIRES11DEL02,Foggy,Snack,Bike,31,4.6,23.359.194,85.325.447,23.409.194,85.375.447,20.09,83.0,10.37
Moderate,VADRES14DEL01,Foggy,Buffet,Bike,39,4.9,22.311.603,73.165.012,22.381.603,73.235.012,23.99,64.0,13.56
Moderate,SURRES16DEL02,Foggy,Snack,Bike,28,4.7,21.160.437,72.774.209,21.210.437,72.824.209,25.01,73.0,10.6
Moderate,MYSRES11DEL03,Clear,Snack,Bike,35,4.7,12.323.225,76.630.028,12.383.225,76.690.028,20.81,67.0,15.79
Moderate,MYSRES16DEL01,Clear,Drinks,Bike,38,4.9,12.316.967,76.603.067,12.356.967,76.643.067,20.7,66.0,9.99
Moderate,VADRES01DEL03,Foggy,Snack,Bike,31,4.6,22.307.898,73.167.788,22.367.898,73.227.788,24.01,64.0,13.43
Moderate,AGRRES010DEL02,Clear,Snack,Bike,30,4.9,27.163.303,78.057.044,27.243.303,78.137.044,25.13,39.0,20.3
Moderate,LUDHRES12DEL01,Clear,Meal,Bike,20,4.6,30.893.244,75.821.817,30.933.244,75.861.817,23.2,40.0,8.93
Moderate,JAPRES010DEL02,Foggy,Drinks,Bike,36,4.8,26.921.411,75.793.604,26.971.411,75.843.604,22.95,46.0,11.38
Moderate,JAPRES11DEL03,Foggy,Meal,Bike,22,4.8,2.690.294,75.793.007,2.696.294,75.853.007,23.67,46.0,10.31
Moderate,JAPRES16DEL02,Foggy,Buffet,E-Bike,28,4.8,26.849.596,75.800.512,26.899.596,75.850.512,22.96,46.0,10.09
Moderate,INDORES20DEL03,Foggy,Buffet,Bike,39,4.0,22.732.225,75.874.765,22.792.225,75.934.765,22.12,60.0,12.79
Moderate,RANCHIRES01DEL03,Foggy,Meal,Bike,29,4.7,23.416.792,85.316.842,23.476.792,85.376.842,20.05,83.0,14.22
Moderate,BANGRES16DEL01,Foggy,Snack,E-Bike,39,4.4,13.029.198,77.570.997,13.099.198,77.640.997,21.94,73.0,15.71
Moderate,MUMRES15DEL01,Foggy,Drinks,Bike,37,4.1,19.176.269,72.836.721,19.216.269,72.876.721,27.9,57.0,7.96
Moderate,MUMRES18DEL03,Foggy,Meal,Bike,26,4.9,191.093,72.825.451,191.393,72.855.451,27.94,57.0,7.26
Moderate,COIMBRES12DEL02,Foggy,Buffet,Bike,25,4.5,11.000.762,76.981.876,11.050.762,77.031.876,25.86,73.0,11.24
Moderate,CHENRES14DEL01,Foggy,Drinks,Bike,32,4.7,13.026.279,80.174.568,13.066.279,80.214.568,28.27,81.0,9.08
Moderate,RANCHIRES18DEL02,Foggy,Snack,Bike,25,4.5,23.351.489,85.324.253,23.401.489,85.374.253,20.01,83.0,10.0
Moderate,COIMBRES14DEL02,Foggy,Drinks,Bike,31,4.7,11.003.681,76.975.525,11.053.681,77.025.525,25.86,73.0,10.5
Moderate,VADRES13DEL01,Foggy,Drinks,Bike,38,4.7,22.310.237,73.158.921,22.380.237,73.228.921,23.99,64.0,13.04
Moderate,INDORES010DEL01,Clear,Meal,Bike,24,4.7,2.275.004,75.902.847,2.282.004,75.972.847,22.23,46.0,15.1
Moderate,HYDRES09DEL01,Foggy,Buffet,Bike,27,4.6,17.431.668,78.408.321,17.471.668,78.448.321,22.9,60.0,12.35
Moderate,MUMRES13DEL03,Foggy,Snack,Bike,38,4.3,19.178.321,72.834.715,19.208.321,72.864.715,27.92,57.0,5.86
Moderate,BANGRES010DEL01,Foggy,Buffet,Bike,22,4.9,12.933.298,77.614.293,12.973.298,77.654.293,23.19,72.0,8.96
Moderate,RANCHIRES15DEL01,Partly Cloudy,Meal,Bike,28,4.6,23.369.746,8.533.982,23.479.746,8.544.982,20.16,63.0,19.11
Moderate,RANCHIRES15DEL03,Foggy,Snack,Bike,35,4.6,23.369.746,8.533.982,23.429.746,8.539.982,20.19,83.0,14.53
Moderate,BANGRES18DEL01,Foggy,Buffet,E-Bike,31,4.1,12.913.041,77.683.237,12.953.041,77.723.237,23.43,73.0,12.84
Moderate,VADRES06DEL03,Foggy,Buffet,Bike,29,2.7,2.231.279,73.170.283,2.240.279,73.260.283,23.95,64.0,17.32
Moderate,COIMBRES20DEL03,Foggy,Buffet,Bike,25,4.6,10.994.136,76.963.303,11.054.136,77.023.303,25.86,73.0,11.62
Moderate,JAPRES18DEL01,Foggy,Snack,Bike,20,4.8,26.913.987,75.752.891,26.953.987,75.792.891,23.56,46.0,10.21
Moderate,VADRES010DEL02,Foggy,Buffet,Bike,25,5.0,22.310.329,73.169.083,22.390.329,73.249.083,23.99,64.0,16.24
Moderate,SURRES09DEL01,Foggy,Drinks,Bike,22,4.6,21.175.975,72.795.503,21.245.975,72.865.503,24.94,73.0,13.86
Moderate,MYSRES08DEL03,Clear,Snack,Bike,35,4.4,12.297.954,76.665.169,12.357.954,76.725.169,20.17,68.0,12.65
Moderate,LUDHRES06DEL02,Clear,Snack,Bike,25,4.7,30.895.204,75.822.103,30.945.204,75.872.103,23.2,40.0,11.67
Moderate,VADRES010DEL03,Foggy,Buffet,Bike,35,4.6,22.310.329,73.169.083,22.400.329,73.259.083,23.95,64.0,17.99
Moderate,KNPRES12DEL01,Clear,Meal,Bike,20,4.6,26.492.106,80.327.797,26.532.106,80.367.797,25.19,43.0,10.89
Moderate,PUNERES03DEL03,Clear,Snack,Bike,31,4.3,18.554.382,73.798.206,18.584.382,73.828.206,22.2,51.0,9.31
Moderate,COIMBRES16DEL03,Foggy,Snack,Bike,31,4.7,11.010.375,7.695.295,11.070.375,7.701.295,25.94,73.0,12.2
Moderate,COIMBRES19DEL03,Foggy,Buffet,Bike,27,4.9,11.022.298,76.998.349,11.082.298,77.058.349,25.97,73.0,11.43
Moderate,MYSRES20DEL03,Clear,Meal,E-Bike,27,4.6,12.337.978,76.616.792,12.427.978,76.706.792,20.15,68.0,18.0
Moderate,SURRES17DEL02,Foggy,Snack,Bike,30,4.5,21.149.569,72.772.697,21.199.569,72.822.697,24.92,73.0,9.82
Moderate,RANCHIRES15DEL01,Foggy,Buffet,Bike,36,4.8,23.369.746,8.533.982,23.439.746,8.540.982,20.12,83.0,13.04
Moderate,VADRES01DEL02,Foggy,Snack,Bike,22,5.0,22.307.898,73.167.788,22.357.898,73.217.788,24.01,64.0,12.86
Moderate,CHENRES20DEL01,Foggy,Meal,Bike,33,4.6,12.975.996,80.221.898,13.015.996,80.261.898,28.53,81.0,9.48
Moderate,KNPRES01DEL02,Clear,Drinks,Bike,32,4.7,26.483.672,80.320.708,26.533.672,80.370.708,25.19,43.0,12.27
Moderate,SURRES010DEL03,Foggy,Buffet,Bike,25,5.0,2.117.106,72.789.292,2.123.106,72.849.292,25.01,73.0,11.64
